,cAll,cB,cV,cR,cI,lHa,lHb,lHg,FILENAME,DESIG,teff
158,3140803.75,-7.496618032,-7.456455827,-7.318098545,-6.98651433,1.789434994,1.615829913,8.335895868,spec-55860-B6001_sp16-116.fits,J220801.97+320821.5,5738.13
159,3632592.5,-7.73162961,-7.720355392,-7.375507355,-6.917474866,2.041886284,1.827952782,10.30205157,spec-55860-B6001_sp16-117.fits,J220818.76+322228.2,5793.05
160,3259133.5,-7.646142244,-7.471174002,-7.232725024,-6.793118715,2.4861371,2.760443443,3.27048212,spec-55860-B6001_sp16-120.fits,J220733.12+322050.7,6152.59
161,5704171,-7.984038591,-8.091406226,-8.043368459,-7.769575715,0.898295691,0.922816901,2.816394395,spec-55860-B6001_sp16-121.fits,J220842.99+321903.7,4921.72
162,3018878.5,-7.251139879,-7.429620028,-7.434555292,-7.087964416,0.930486835,1.227924043,2.066355779,spec-55860-B6001_sp16-123.fits,J220810.62+321352.6,4963.24
163,17612422,-9.446169734,-9.347547293,-9.10926044,-8.663446903,2.069840708,2.113060532,4.131568922,spec-55860-B6001_sp16-125.fits,J220911.07+321424.6,6033.27
164,2046787.625,-6.694085002,-7.002053261,-7.070420384,-6.778125167,-0.214395258,0.901727666,-11.18967726,spec-55860-B6001_sp16-126.fits,J220744.03+322903.5,4592.72
165,3230439.5,-7.65239656,-7.476693988,-7.218007445,-6.75034523,2.574147909,2.77975516,5.71445387,spec-55860-B6001_sp16-128.fits,J220800.66+323635.5,6112.05
166,4882047,-8.138433099,-7.916930318,-7.593345046,-7.121027112,1.888254804,2.399228999,4.590839344,spec-55860-B6001_sp16-129.fits,J220706.99+322514.8,6344.93
167,1497614.75,-6.596075892,-6.760892868,-6.5593642,-6.139686704,-0.172711028,0.673591861,2.171242166,spec-55860-B6001_sp16-130.fits,J220704.41+323157.5,5005.75
168,2225201.25,-7.128372788,-7.11106956,-6.923310757,-6.500279903,1.169012625,0.574356624,-0.51803277,spec-55860-B6001_sp16-131.fits,J220817.41+323228.3,5406.71
169,11675442,-9.001646638,-8.890250921,-8.660056591,-8.225801587,2.043633684,1.946122598,3.802188229,spec-55860-B6001_sp16-134.fits,J220740.27+323435.5,5947.76
170,2690231,-7.348303199,-7.342820764,-7.126647234,-6.664986014,1.550512119,1.092856858,1.845315119,spec-55860-B6001_sp16-139.fits,J220814.23+322400.1,5457.04
171,2970738,-7.5412184,-7.335529327,-7.164846063,-6.673963666,3.033637418,1.791463194,2.587695384,spec-55860-B6001_sp16-142.fits,J220836.31+322920.1,6108.46
172,30878510,-10.0160861,-9.930298328,-9.727555513,-9.38128829,2.009090818,2.351796908,4.580581311,spec-55860-B6001_sp16-143.fits,J220651.43+322644.3,5883.34
173,3020315,-7.432712913,-7.425367832,-7.280694842,-6.910341382,1.022454164,0.375641975,9.566773917,spec-55860-B6001_sp16-144.fits,J220709.52+323815.0,6101.61
174,2668103.5,-7.437148094,-7.292877436,-7.016628385,-6.532983184,1.491652651,1.898776343,1.809558337,spec-55860-B6001_sp16-145.fits,J220835.65+322606.8,5638.2
175,2423954.5,-7.187828422,-7.201579809,-7.024022937,-6.635789275,2.294478832,0.530351983,6.157393436,spec-55860-B6001_sp16-150.fits,J220737.03+324056.2,5727.22
176,3066928.5,-7.510819435,-7.452805638,-7.251432538,-6.793761253,2.111079886,2.214511635,4.822805385,spec-55860-B6001_sp16-151.fits,J220632.11+320123.1,5713.45
177,3539540.75,-7.541427016,-7.566087842,-7.481117845,-7.162257433,0.723651075,0.928408367,4.034840716,spec-55860-B6001_sp16-152.fits,J220718.65+320336.5,5227.8
178,2242444,-7.177033424,-7.086308002,-6.913948059,-6.481360793,0.711239666,0.611174284,-1.709553877,spec-55860-B6001_sp16-153.fits,J220642.47+320550.8,5447.93
179,2154480.5,-6.989309192,-7.052170634,-6.94958508,-6.631754637,1.682104359,0.804092559,4.090614364,spec-55860-B6001_sp16-156.fits,J220534.13+320105.3,5472.08
180,15303089,-9.268108606,-9.201177955,-8.975976706,-8.601623774,1.868494697,1.904772162,6.048394305,spec-55860-B6001_sp16-158.fits,J220640.63+315232.6,5878.04
181,2636705.5,-7.402401567,-7.24475801,-7.011089325,-6.603009105,2.595529495,1.680485794,2.928565292,spec-55860-B6001_sp16-161.fits,J220624.89+320510.1,5906.33
182,8492136,-8.532982469,-8.546183109,-8.405005336,-8.122643828,1.789301714,1.879477196,5.262202318,spec-55860-B6001_sp16-163.fits,J220611.74+320148.4,5694.36
183,5265957.5,-8.008502722,-8.024529815,-7.88700819,-7.558079958,1.582332345,1.372940906,3.464562419,spec-55860-B6001_sp16-166.fits,J220722.81+320641.9,5369.97
184,3687791.5,-7.624344826,-7.660346031,-7.524572015,-7.148721218,1.337039668,1.158618581,5.525979141,spec-55860-B6001_sp16-169.fits,J220553.05+320159.0,5577.47
185,15994764,-9.352694154,-9.228001237,-8.975697756,-8.557840586,1.994877133,2.281475085,4.77279976,spec-55860-B6001_sp16-170.fits,J220530.22+320813.4,6088.49
186,3127741.5,-7.475737333,-7.462968826,-7.315964103,-6.89865768,1.229600125,1.010192523,3.45246518,spec-55860-B6001_sp16-172.fits,J220656.75+320351.7,5203.88
187,3024009,-7.548225522,-7.399045229,-7.189615965,-6.744940877,2.57283824,2.772959803,2.915533779,spec-55860-B6001_sp16-174.fits,J220717.29+321041.4,6406.9
188,5305476,-7.824664712,-8.090971708,-8.036198616,-7.733668685,1.096564329,0.700716948,4.217108626,spec-55860-B6001_sp16-177.fits,J220411.41+321908.9,4822.31
189,2981457.5,-7.458965778,-7.426418662,-7.245656252,-6.855570674,2.491138465,1.099387224,6.087608001,spec-55860-B6001_sp16-180.fits,J220419.62+321107.5,5697.31
190,1760879.5,-6.760487556,-6.859297156,-6.740235686,-6.417418718,2.158526754,1.477983134,-2.233649231,spec-55860-B6001_sp16-181.fits,J220443.08+322111.9,5398.27
191,3368490.25,-7.645003796,-7.582028508,-7.33554244,-6.847757697,2.42456269,1.77524532,6.623739962,spec-55860-B6001_sp16-182.fits,J220500.47+321531.3,5842.67
192,2125666.75,-6.894013882,-7.041600347,-6.982245445,-6.730840802,0.929044777,1.685913829,13.94582365,spec-55860-B6001_sp16-183.fits,J220414.52+320545.0,5176.9
193,3053473.5,-7.492941618,-7.429584265,-7.27622509,-6.860235333,1.885090315,1.458858229,-1.606541634,spec-55860-B6001_sp16-184.fits,J220502.42+315415.0,6060.38
194,10143642,-8.832737207,-8.736382127,-8.51177454,-8.134949803,1.912678845,1.71835398,4.296093691,spec-55860-B6001_sp16-185.fits,J220454.74+320712.4,5761.44
195,3762864,-7.65884161,-7.690142989,-7.52933979,-7.185345292,1.832925736,2.00452105,3.896432464,spec-55860-B6001_sp16-186.fits,J220507.21+320252.3,5831.65
196,7916556.5,-8.645037413,-8.415266871,-8.128308654,-7.711002231,2.667943641,2.230942541,4.394580576,spec-55860-B6001_sp16-187.fits,J220507.11+321849.0,6013.23
197,10757712,-8.694001436,-8.814049959,-8.718731403,-8.437446952,1.563255152,1.197297758,4.555043703,spec-55860-B6001_sp16-189.fits,J220448.31+320148.0,5183.44
198,9576520,-8.782652617,-8.663849235,-8.424043655,-8.019893169,1.932898982,1.682062558,4.584687496,spec-55860-B6001_sp16-190.fits,J220439.89+321434.0,5732.04
199,9412154,-8.766023517,-8.625698686,-8.389485478,-8.020871282,2.335829564,1.961349664,3.509916169,spec-55860-B6001_sp16-194.fits,J220404.14+320445.2,6034.56
200,18466406,-9.515314102,-9.397901893,-9.140511155,-8.695462346,2.050030183,2.318219708,5.169285638,spec-55860-B6001_sp16-195.fits,J220425.47+322109.9,5961.52
201,7248202,-8.519245982,-8.34013164,-8.083564043,-7.679377198,2.92608376,2.706688504,3.446778293,spec-55860-B6001_sp16-196.fits,J220429.27+320356.8,6288.23
202,6281870,-8.367295861,-8.18302691,-7.919418812,-7.566662431,2.355215397,1.876526371,3.559956829,spec-55860-B6001_sp16-198.fits,J220518.42+321650.5,6209.94
203,2001824.375,-7.013959885,-6.966664195,-6.807817817,-6.391364932,2.184342672,2.062424728,0.181100662,spec-55860-B6001_sp16-200.fits,J220405.74+321041.4,6034.58
204,3755791.5,-7.674868703,-7.64847517,-7.474894524,-7.145990133,2.134017848,2.096661819,5.669451551,spec-55860-B6001_sp16-203.fits,J220317.03+321227.2,5904.22
205,3094819.5,-7.141087651,-7.414703369,-7.483187318,-7.289415002,1.908155189,0.963830198,-0.783664042,spec-55860-B6001_sp16-207.fits,J220318.84+322414.9,4931.43
206,2718321.5,-7.282414436,-7.347388864,-7.181507945,-6.786358356,2.002034661,2.078281654,4.844333386,spec-55860-B6001_sp16-209.fits,J220313.00+320354.4,5805.86
207,5646825,-7.466157079,-8.007746935,-8.24185431,-8.167660236,0.577254311,-0.328834291,4.936040317,spec-55860-B6001_sp16-210.fits,J220235.77+321204.9,4321.56
208,2695398.25,-7.258194089,-7.311267853,-7.176570296,-6.850309372,1.859645549,1.474942448,0.692640915,spec-55860-B6001_sp16-213.fits,J220331.52+320356.0,5594.54
209,7904201,-8.711677194,-8.431066871,-8.061653376,-7.552981973,2.653634839,2.827888648,5.98756819,spec-55860-B6001_sp16-214.fits,J220353.84+320614.5,6508.9
210,3896596,-7.671543956,-7.688399553,-7.565022707,-7.213605046,1.914849632,0.731363085,1.437395249,spec-55860-B6001_sp16-215.fits,J220337.35+321655.4,5328.64
211,6847532,-8.398296833,-8.307950497,-8.090417385,-7.679572105,2.094022497,2.173778683,5.811698206,spec-55860-B6001_sp16-216.fits,J220325.78+322349.8,6076.9
212,1873624,-6.840064526,-6.902104616,-6.792971492,-6.478936076,2.35745042,1.065136335,4.497624177,spec-55860-B6001_sp16-218.fits,J220346.53+321519.7,5050.23
213,2567352,-7.098568678,-7.247817516,-7.202886343,-6.885667443,1.483890073,0.724157855,2.028479903,spec-55860-B6001_sp16-219.fits,J220312.45+321403.5,5534.59
214,5064385.5,-8.133243322,-7.944858074,-7.690937519,-7.273051143,2.289954321,2.550634573,7.331231481,spec-55860-B6001_sp16-220.fits,J220330.94+320854.5,6353.78
215,3725398,-7.767466903,-7.619607449,-7.423372269,-6.954475045,2.490151039,1.31715885,1.624093155,spec-55860-B6001_sp16-226.fits,J220551.95+323427.5,6121.29
216,3050756,-7.534633279,-7.418134809,-7.196182013,-6.775230765,1.837650963,-0.048673666,7.178793196,spec-55860-B6001_sp16-227.fits,J220557.67+323821.7,5641.81
217,9457772,-8.451122642,-8.683898449,-8.645678163,-8.37090373,1.000038831,1.087391257,-0.107106548,spec-55860-B6001_sp16-228.fits,J220639.05+324203.4,4917.07
218,3516092,-7.778217196,-7.55495429,-7.264162898,-6.720638275,1.640155624,2.233044833,10.49573065,spec-55860-B6001_sp16-229.fits,J220613.91+323754.4,6397.06
219,2679154,-7.457883954,-7.278550267,-6.99978292,-6.461968422,2.89064856,2.30748486,-0.188567912,spec-55860-B6001_sp16-233.fits,J220721.19+324447.4,6069.26
220,8170069,-8.687471747,-8.460817933,-8.191397786,-7.743321657,2.002226944,2.434680965,4.766676345,spec-55860-B6001_sp16-235.fits,J220557.89+324028.1,6355.31
221,3203263.25,-7.369843721,-7.530291677,-7.425742745,-7.103748918,1.373965944,1.917633975,3.393586077,spec-55860-B6001_sp16-236.fits,J220634.56+324851.4,5006.25
222,5249388,-8.076282144,-8.056024313,-7.85507679,-7.389460206,1.424753263,1.659025933,2.726080739,spec-55860-B6001_sp16-238.fits,J220612.22+324911.0,5667.06
223,4802802,-8.025906086,-7.879215479,-7.694172859,-7.281479239,2.276996694,2.049392285,3.552771115,spec-55860-B6001_sp16-242.fits,J220541.58+324504.0,5745.98
224,5293435.5,-8.207447529,-7.977769971,-7.720842958,-7.260265946,2.561029113,2.785585502,7.009845027,spec-55860-B6001_sp16-245.fits,J220640.43+323544.2,6484.25
225,6402641.5,-8.335747123,-8.223559856,-8.009958863,-7.598270774,2.978410713,1.656741637,7.81883084,spec-55860-B6001_sp16-247.fits,J220646.21+324528.7,5913.74
226,25616668,-9.992628098,-9.669456482,-9.309364557,-8.842324018,2.471984331,2.717331934,6.095928242,spec-55860-B6001_sp16-249.fits,J220627.92+323521.5,6616.28
227,430531.3125,-5.473192334,-5.29194355,-5.00921011,-4.544365704,2.071085504,1.087830287,3.868687095,spec-55862-B6202_sp02-002.fits,J232921.81+293341.6,5816.77
228,332107.4063,-4.275003672,-4.930783808,-5.212156773,-5.140495896,0.825524774,0.490551343,3.655671048,spec-55862-B6202_sp02-004.fits,J232951.67+293735.5,4202.18
229,621495.8125,-5.240987539,-5.720645785,-5.801283717,-5.644855499,0.172929916,0.139980301,2.504469972,spec-55862-B6202_sp02-008.fits,J233001.97+292551.7,4465.22
230,537225.125,-5.245537758,-5.478568673,-5.582491159,-5.413246155,0.117106268,0.493244528,-2.097204425,spec-55862-B6202_sp02-012.fits,J233032.88+292102.8,4105.77
231,790946.875,-6.16881609,-5.938699245,-5.627343059,-5.162242055,2.49329825,2.332018561,5.583870878,spec-55862-B6202_sp02-013.fits,J232929.43+292411.2,6214.13
232,1029277,-6.185823679,-6.284851432,-6.155686975,-5.850542784,1.2973665,1.001938891,4.018740895,spec-55862-B6202_sp02-015.fits,J233024.50+292848.6,5095.68
233,310416.9063,-4.883306623,-4.979142845,-4.853736758,-4.528568983,1.988798937,1.036740416,3.230115996,spec-55862-B6202_sp02-016.fits,J233004.26+293131.0,5350.48
234,772994.375,-6.015899181,-5.995060205,-5.763682127,-5.351889133,1.891531361,1.880916227,6.276995546,spec-55862-B6202_sp02-017.fits,J232903.40+292557.6,5599.1
235,278146.9375,-4.802833796,-4.874889553,-4.729683399,-4.361746609,1.394561588,0.666370328,4.530930081,spec-55862-B6202_sp02-019.fits,J233000.06+292224.1,5321.84
236,334748.6563,-5.019767284,-5.090665817,-4.888035953,-4.494774044,1.35129616,0.339887729,1.801351265,spec-55862-B6202_sp02-020.fits,J233035.39+292715.6,4857.9
237,357111.4375,-4.986057878,-5.155241489,-5.063117146,-4.722580612,1.073516426,1.184986467,3.971344886,spec-55862-B6202_sp02-021.fits,J232944.97+293253.5,5073.28
238,489343.4688,-5.611442328,-5.418685675,-5.135802031,-4.707203209,2.295710554,1.997224002,4.028547791,spec-55862-B6202_sp02-025.fits,J232957.72+292749.9,6055.43
239,331160.875,-4.99068141,-5.03841877,-4.915331006,-4.564269483,1.280384545,0.599718878,2.897966798,spec-55862-B6202_sp02-027.fits,J232711.35+295157.3,5179.54
240,243781.7188,-4.774856567,-4.705219269,-4.483290911,-4.080453515,1.624096762,2.347063341,3.934053046,spec-55862-B6202_sp02-028.fits,J232705.82+294358.2,5929.85
241,225231.8281,-4.587214887,-4.63354826,-4.490559697,-4.102385044,1.549128043,0.780503552,3.7445287,spec-55862-B6202_sp02-029.fits,J232754.26+295751.3,5281.16
242,253544.6875,-4.731117785,-4.786090255,-4.625369906,-4.238822162,0.991258027,0.062156075,6.624642168,spec-55862-B6202_sp02-030.fits,J232805.71+295716.6,5514.85
243,346915.6563,-5.086023808,-5.103871226,-4.944541752,-4.586438537,1.721342723,1.900747077,5.104503363,spec-55862-B6202_sp02-034.fits,J232659.64+294458.0,5577.44
244,153139.125,-3.822449446,-4.176234603,-4.265051484,-4.054089487,0.954808952,0.814890171,7.363344667,spec-55862-B6202_sp02-037.fits,J232632.93+295903.9,4761.06
245,410407.125,-5.389133692,-5.254848003,-4.992872775,-4.553193152,1.988115963,1.562092895,2.4861165,spec-55862-B6202_sp02-039.fits,J232732.04+295336.5,5739.48
246,235411.6094,-4.518131614,-4.663866758,-4.63373363,-4.339588583,1.037040197,0.547747408,4.709415037,spec-55862-B6202_sp02-040.fits,J232706.43+295716.9,4789.23
247,302520.125,-5.058152676,-4.940540493,-4.685044587,-4.251687527,2.197423012,2.563574729,4.661082044,spec-55862-B6202_sp02-042.fits,J232629.32+294928.1,5929.8
248,128099.3438,-3.637836576,-3.950481415,-4.06041652,-3.833504319,0.259663966,-0.114258227,5.20909077,spec-55862-B6202_sp02-043.fits,J232605.66+295732.2,4234.26
249,383622.1875,-5.239243507,-5.166104436,-4.971311986,-4.628177583,1.556868346,1.228280894,1.471920924,spec-55862-B6202_sp02-046.fits,J232705.49+295952.0,5124.98
250,220590.5625,-4.530575275,-4.592290521,-4.499692321,-4.15617168,1.274319658,1.39392381,6.915585656,spec-55862-B6202_sp02-047.fits,J232644.44+295653.2,5055.39
251,362323.1563,-5.078044534,-5.122674704,-5.032670498,-4.704878926,1.491561808,0.475237939,3.855396984,spec-55862-B6202_sp02-048.fits,J232706.03+294944.3,5008.84
252,296465.7188,-4.856615365,-4.951950312,-4.821686447,-4.481544495,0.966347589,0.402828951,3.946994506,spec-55862-B6202_sp02-049.fits,J232712.95+300039.7,5072.21
253,128894.5313,-3.88556838,-4.032082558,-3.948439956,-3.616306484,0.929902747,0.702956326,-9.29616311,spec-55862-B6202_sp02-050.fits,J232631.43+294140.5,5042.13
254,540622.3125,-5.367534757,-5.563976765,-5.562005639,-5.284796357,0.897989316,0.781006732,2.779200083,spec-55862-B6202_sp02-051.fits,J233123.47+293640.6,4693.33
255,372174.6875,-5.297417045,-5.164468288,-4.89474833,-4.421780705,1.920741256,1.647308763,3.658806529,spec-55862-B6202_sp02-052.fits,J233039.81+293951.4,5783.24
256,356013.625,-5.321791172,-5.064194202,-4.731549621,-4.250534773,2.252440348,1.731723946,4.099499954,spec-55862-B6202_sp02-054.fits,J233018.32+294614.1,5945.91
257,657207.0625,-5.787386894,-5.779264569,-5.603334904,-5.23722887,1.75541688,1.478337263,4.463610781,spec-55862-B6202_sp02-057.fits,J233054.79+294756.8,5510.81
258,343609.5625,-4.994817972,-5.075390339,-4.946187437,-4.642620385,1.41087123,1.043445179,3.275730186,spec-55862-B6202_sp02-059.fits,J233023.69+293459.6,4925.3
259,565824.125,-5.773863792,-5.571906567,-5.285984874,-4.852736592,2.175679163,1.961676722,2.811226107,spec-55862-B6202_sp02-060.fits,J233057.08+293114.0,6171.82
260,611391.75,-5.390009284,-5.716771483,-5.699219108,-5.509445071,0.815886906,0.388486365,2.203775845,spec-55862-B6202_sp02-061.fits,J233107.87+294543.0,4599.77
261,228885.8438,-4.473831654,-4.674313962,-4.595995247,-4.280133545,1.261930626,0.197622948,2.317083704,spec-55862-B6202_sp02-063.fits,J233050.60+293115.0,5101.26
262,724329.125,-5.767552257,-5.9115237,-5.834412575,-5.495076776,0.857524512,0.563376587,3.758148833,spec-55862-B6202_sp02-064.fits,J233133.06+293848.0,4934.6
263,114542.7656,-3.733406663,-3.887538016,-3.828142881,-3.552960157,1.135675747,1.233116364,7.991796275,spec-55862-B6202_sp02-065.fits,J233119.31+294857.3,5031.63
264,757632.5,-5.550072193,-5.879664421,-5.991278291,-5.835245252,-0.080040383,0.231926229,4.427587311,spec-55862-B6202_sp02-067.fits,J233105.20+294056.3,4499.81
265,173284.0938,-4.134245813,-4.364937842,-4.338944256,-4.009691477,0.97181236,0.076335913,6.666194297,spec-55862-B6202_sp02-070.fits,J233043.42+293647.1,4860.33
266,109929.8281,-3.826743662,-3.910062909,-3.643343449,-3.258954883,2.108241903,0.905430978,4.814974763,spec-55862-B6202_sp02-071.fits,J233148.05+294443.8,5292.27
267,156419.0313,-4.063339233,-4.245323241,-4.183470011,-3.865836561,1.379780533,1.547283658,2.753194149,spec-55862-B6202_sp02-072.fits,J233106.77+293439.7,4978.52
268,685585.4375,-5.851325393,-5.849685669,-5.666583776,-5.280908942,1.76863778,1.415744976,4.262808383,spec-55862-B6202_sp02-074.fits,J233013.12+293546.4,5615.34
269,345025.7813,-5.220823288,-5.082104802,-4.80047971,-4.343157411,2.365981995,2.040854765,4.802347356,spec-55862-B6202_sp02-075.fits,J233111.47+293215.7,5965.19
270,754154.3125,-6.099818945,-5.937402844,-5.618155599,-5.119959712,1.747783373,1.9146252,3.10639778,spec-55862-B6202_sp02-076.fits,J232608.99+293019.9,5662.16
271,410215.1875,-5.33501327,-5.315982699,-5.075345635,-4.646451771,1.525270264,1.724280187,5.126058091,spec-55862-B6202_sp02-077.fits,J232524.72+295147.4,5330.86
272,409028,-5.351813436,-5.283539891,-5.03057301,-4.603443742,1.980189947,1.501825692,3.232930184,spec-55862-B6202_sp02-078.fits,J232650.98+293510.8,5695.36
273,243072.9219,-4.472575486,-4.684327245,-4.696805179,-4.432606399,0.575721457,0.507842416,0.813266858,spec-55862-B6202_sp02-079.fits,J232649.73+294044.7,4601.26
274,580065.8125,-5.590414405,-5.648941398,-5.516186953,-5.171491504,1.293716133,0.301104633,3.419456267,spec-55862-B6202_sp02-080.fits,J232651.07+293201.1,4932.76
275,142386.1563,-4.056254029,-4.160048962,-4.051805735,-3.600696623,0.349704508,0.407315243,3.34254133,spec-55862-B6202_sp02-081.fits,J232520.71+294022.0,4578.48
276,148722.25,-4.14978385,-4.217732549,-4.029663205,-3.641301692,0.923317913,1.180576699,4.345003513,spec-55862-B6202_sp02-082.fits,J232524.85+294933.4,5235.89
277,136447.75,-4.054860771,-4.125911295,-3.951256573,-3.501754701,0.94395344,0.885438978,8.285646507,spec-55862-B6202_sp02-087.fits,J232606.67+294547.1,5140.96
278,116427.7188,-3.543507159,-3.845292032,-3.965942562,-3.731918931,0.568747026,-0.621920413,7.526596609,spec-55862-B6202_sp02-088.fits,J232618.05+293037.3,4090.75
279,215584.9531,-4.531910717,-4.616318047,-4.46341157,-4.044562876,1.230962031,0.581172664,1.795845881,spec-55862-B6202_sp02-089.fits,J232604.91+293658.1,5245.5
280,221501.6563,-4.41963613,-4.605011344,-4.582294822,-4.265511036,0.210945934,0.818383619,3.44530161,spec-55862-B6202_sp02-090.fits,J232555.69+293614.9,4558.56
281,342684.8438,-5.249818563,-5.077441931,-4.774949253,-4.272283912,1.747251393,1.112645015,4.819299794,spec-55862-B6202_sp02-091.fits,J232503.70+295141.6,5739.85
